Human	dog	mouse	rat	zebrafish
ACTRT1	"ACTRT1,ACTRT2"	"Actrt1,Actrt2"	"Actrt1,Actrt2"	si:ch211-241j12.3
ACTRT2	"ACTRT1,ACTRT2"	"Actrt1,Actrt2"	"Actrt1,Actrt2"	si:ch211-241j12.3
ACTRT3	ACTRT3	Actrt3	Actrt3	NO_ORTHO
PITPNM1	"PITPNM1,PITPNM3,PITPNM2"	"Pitpnm1,Pitpnm3"	Pitpnm1	"pitpnm3,pitpnm2"
NKX3-2	NKX3-2	Nkx3-2	Nkx3-2	"nkx3.2,nkx3.3"
NKX3-1	NKX3-1	Nkx3-1	Nkx3-1	"pnx,eng1a,nanog,nkx3-1"
PITPNM2	"PITPNM1,PITPNM3,PITPNM2"	"Pitpnm1,Pitpnm3,Pitpnm2"	"Pitpnm1,Pitpnm3,Pitpnm2"	"LOC100333901,pitpnm3,pitpnm2"
CPED1	CPED1	Cped1	Cped1	cped1
MDGA1	"MDGA1,MDGA2"	"Mdga1,Mdga2"	Mdga1	"wu:fb63a08,mdga1,mamdc1"
MDGA2	"MDGA1,MDGA2"	"Mdga1,Mdga2"	"Opcml,Mdga2"	"wu:fb63a08,mamdc1"
PPP1R2P1	PPP1R2	Ppp1r2	Ppp1r2	ppp1r2
CPNE9	"CPNE9,CPNE8,CPNE5"	"Cpne9,Cpne8,Cpne5"	"Cpne9,Cpne8,Cpne5"	"cpne9,cpne8,cpne5b,cpne5a"
CPNE8	"CPNE9,CPNE8,CPNE5"	"Cpne9,Cpne8,Cpne5"	"Cpne9,Cpne8,Cpne5"	"LOC101886030,cpne8,cpne5b,cpne5a"
CPNE3	"CPNE3,CPNE2,CPNE1,RBM12"	"Cpne3,Cpne2,Cpne1,Rbm12"	"Cpne3,Cpne2,Cpne1,LOC100910990,Rbm12"	"cpne3,cpne2,cpne1"
CPNE2	"CPNE3,CPNE2,CPNE1,RBM12"	"Cpne3,Cpne2,Cpne1,Rbm12"	"Cpne3,Cpne2,Cpne1,LOC100910990,Rbm12"	"cpne3,cpne2,cpne1"
CPNE1	"CPNE3,CPNE2,CPNE1,RBM12"	"Cpne3,Cpne2,Cpne1,Rbm12"	"Cpne3,Cpne2,Cpne1,LOC100910990,Rbm12"	"cpne3,cpne2,cpne1"
CPNE7	"CPNE7,CPNE6,CPNE4"	"Cpne7,Cpne6,Cpne4"	"Cpne7,Cpne6,Cpne4"	"cpne4b,cpne7"
CPNE6	"CPNE7,CPNE6,CPNE4"	"Cpne7,Cpne6,Cpne4"	"Cpne7,Cpne6,Cpne4"	cpne4b
CPNE5	"CPNE9,CPNE8,CPNE5"	"Cpne9,Cpne8,Cpne5"	"Cpne9,Cpne8,Cpne5"	"cpne8,cpne5b,cpne5a"
CPNE4	"CPNE7,CPNE6,CPNE4"	"Cpne7,Cpne6,Cpne4"	"Cpne7,Cpne6,Cpne4"	"cpne4a,cpne4b"
RNU6-769P	NO_ORTHO	NO_ORTHO	U6	NO_ORTHO
DNMT3B	"DNMT3B,LOC482996"	"Dnmt3b,Dnmt3a"	"Dnmt3b,Dnmt3a"	"dnmt3bb.3,dnmt3bb.2,dnmt3bb.1,dnmt3aa,dnmt3ab,dnmt3ba"
DNMT3A	"DNMT3B,LOC482996,DNMT3A"	"Dnmt3b,Dnmt3a"	"Dnmt3b,Dnmt3a"	"dnmt3bb.3,dnmt3bb.2,dnmt3bb.1,dnmt3aa,dnmt3ab,dnmt3ba"
DNMT3L	DNMT3L	Dnmt3l	Dnmt3l	"dnmt3bb.3,dnmt3bb.2,dnmt3ba"
AAK1	"AAK1,BMP2K"	"Aak1,Bmp2k"	Aak1	"aak1b,aak1a,bmp2k"
SNRPN	"SNRPB,DTNB,SNRPN"	"Snrpb,Snrpn,Gm38393"	"Snrpb,Snrpn"	snrpb
PVRIG	PVRIG	Gm36869	"Pvrig,AABR07035561.2"	NO_ORTHO
SNRPB	"SNRPB,SNRPN,DTNB"	"Snrpb,Gm38393"	Snrpb	snrpb
SNRPC	"LOC100856126,LOC102153257,LOC100682636"	Snrpc	"Snrpc,LOC685273"	snrpc
SNRPA	"SNRPA,SNRPB2"	"Gm5145,Snrpa,Snrpb2"	"Snrpb2,Snrpa"	"snrpb2,snrpa"
SNRPF	SNRPF	Snrpf	Snrpf	"lsm6,snrpf"
SNRPG	SNRPG	"Gm8186,Snrpg"	"AABR07042226.1,Snrpgl2,LOC687679,Snrpg"	snrpg
SNRPE	LOC102153759	"Gm14284,Snrpe"	"Snrpel1,Snrpep2,Snrpe"	snrpe
RNU6-1292P	U6	"Gm25644,Gm23058"	NO_ORTHO	NO_ORTHO
RGS9BP	RGS9BP	Rgs9bp	Rgs9bp	"zgc:109913,rgs9bp,LOC559232"
MAST4	"MAST1,MAST2,MAST3,MAST4"	"Mast1,Mast2,Mast4"	"MAST1,Mast4"	"mast3a,mast3b,mast2,mast4,mast1b,mast1a"
ZDHHC15	ZDHHC15	Zdhhc15	Zdhhc15	"zdhhc20a,zdhhc2,zdhhc15a,zdhhc20b,zdhhc15b"
ZDHHC14	ZDHHC14	Zdhhc14	Zdhhc14	"zdhhc14,zdhhc18b"
ZDHHC17	ZDHHC17	Zdhhc17	Zdhhc17	zdhhc17
ZDHHC16	ZDHHC16	Zdhhc16	Zdhhc16	"zdhhc16a,zdhhc16b"
ZDHHC11	ZDHHC11	Zdhhc11	Zdhhc11	"LOC100334198,zdhhc11"
RNU6-656P	U6	"Gm25681,Gm23038"	NO_ORTHO	NO_ORTHO
ZDHHC12	ZDHHC12	Zdhhc12	Zdhhc12	"zdhhc12a,zdhhc12b"
PRKAG1	PRKAG1	Prkag1	Prkag1	prkag1
PRKAG3	PRKAG3	Prkag3	Prkag3	"prkag1,prkag3b,prkag3a,prkag2b,prkag2a"
PRKAG2	"PRKAG1,PRKAG2"	"Prkag1,Prkag2"	Prkag2	"prkag1,prkag2a,prkag2b,prkag3b"
ZDHHC19	ZDHHC19	Zdhhc19	Zdhhc19	NO_ORTHO
ZDHHC18	ZDHHC18	Zdhhc18	Zdhhc18	"zdhhc14,zdhhc18b,zdhhc18a"
RNU6-169P	NO_ORTHO	Gm22935	NO_ORTHO	NO_ORTHO
NCAN	NCAN	Ncan	"LOC102550316,Ncan"	"ncana,NCAN (2 of 2),ncanb"
ESPL1	ESPL1	Espl1	Espl1	espl1
ISM2	ISM2	Ism2	Ism2	"ism2b,ism2a"
ISM1	ISM1	Ism1	Ism1	ism1
DDX49	DDX49	Ddx49	Ddx49	ddx49
DDX41	"DDX41,DDX46"	"Ddx41,Ddx46"	"Ddx41,Ddx46"	"ddx41,ddx46"
ZNF175	"ZNF81,LOC100686614"	"Zfp719,Zfp658,Zfp819,Zfp39,Zfp715"	LOC102556967	NO_ORTHO
DDX43	"DDX43,LOC102151353"	Ddx43	Ddx43	ddx43
DDX42	DDX42	Ddx42	Ddx42	ddx42
PTER	PTER	Pter	Pter	pter
DDX47	DDX47	Ddx47	Ddx47	"DDX47,ddx47"
DDX46	"DDX42,TDRD12,DDX59,DDX39B,DDX10,DDX39A,DDX52,DDX50,DDX51,DDX56,DDX3X,DDX49,DDX21,DDX27,DDX25,DDX24,DDX28,DDX47,DDX46,DDX4,DDX6,DDX1"	"Ddx28,Ddx19a,D1Pas1,Ddx49,Ddx21,Ddx3x,Ddx3y,Ddx25,Ddx24,Ddx43,Ddx42,Ddx47,Ddx46,Ddx4,Ddx6,Ddx1,Tdrd12,Ddx39b,Ddx27,Ddx19b,Ddx59,Ddx39,Ddx10,Ddx52,Ddx50,Ddx51,Ddx56,Ddx31,Ddx54"	"Ddx28,Ddx49,AABR07037356.1,Ddx21,Ddx27,Ddx3y,Ddx25,Ddx24,Ddx43,Ddx42,Ddx47,Ddx46,Ddx4,Ddx6,Ddx1,Tdrd12,LOC100909476,Ddx39b,Ddx39a,Ddx19a,Ddx19b,Ddx3x,Ddx59,Ddx10,Ddx52,Ddx50,Ddx51,Ddx56,Ddx31,Ddx54"	"ddx59,ddx39aa,ddx39ab,ddx51,ddx56,ddx31,ddx54,ddx19,ddx10,ddx49,ddx21,ddx42,ddx27,ddx24,ddx43,ddx28,ddx46,ddx4,ddx6,ddx1,tdrd12,ddx3a,ddx3b,ddx39b,si:ch211-175g6.7,zgc:193690"
PTEN	PTEN	Pten	Pten	"ptenb,ptena"
ELAVL4	"ELAVL4,ELAVL2,ELAVL3"	"Elavl4,Elavl2,Elavl3"	"Elavl4,Elavl2,Elavl3"	"elavl4,elavl2"
ELAVL1	ELAVL1	Elavl1	Elavl1	"hug,elavl1"
ELAVL2	"ELAVL4,ELAVL2,ELAVL3"	"Elavl4,Elavl2,Elavl3"	"Elavl4,Elavl2,Elavl3"	"elavl4,elavl2"
ELAVL3	"ELAVL4,ELAVL2,ELAVL3"	"Elavl4,Elavl2,Elavl3"	"Elavl4,Elavl2,Elavl3"	elavl3
LSM14B	LSM14B	Lsm14b	Lsm14b	lsm14b
LSM14A	LSM14A	Lsm14a	Lsm14a	"lsm14ab,lsm14aa"
LOC388849	LOC100687283	Gm7873	RGD1563782	NO_ORTHO
RNU6-346P	U6	"Gm24631,Gm24817,Gm26369,Gm24552,Gm23854,Gm22212"	NO_ORTHO	U6
DNAI1	DNAI1	Dnaic1	Dnai1	"zgc:158666,dnai1"
DNAI2	DNAI2	Dnaic2	Dnai2	"dnai2a,dnai2b"
FARSB	FARSB	Farsb	Farsb	farsb
NFIL3	NFIL3	Nfil3	Nfil3	"nfil3-4,nfil3-5,nfil3-2,nfil3"
REG3G	"LOC100687463,REG3A"	"Reg3g,Reg3d,Reg3b,Reg3a"	"Reg3g,Reg3b,Reg3a"	"si:ch211-125e6.13,si:ch211-125e6.12,si:dkey-216e24.3"
AL512791.1	NO_ORTHO	NO_ORTHO	NO_ORTHO	NO_ORTHO
FRAS1	FRAS1	Fras1	Fras1	fras1
RNU7-179P	NO_ORTHO	NO_ORTHO	U7	U7
SULT4A1	SULT4A1	Sult4a1	Sult4a1	sult4a1
DPY19L2P2	NO_ORTHO	Dpy19l2	NO_ORTHO	NO_ORTHO
SPSB3	SPSB3	Spsb3	Spsb3	"spsb3a,spsb3b"
SPSB2	SPSB2	Spsb2	"Spsb2,LOC100911548"	SPSB2
SPSB1	"SPSB1,SPSB4"	"Spsb1,Spsb4"	"Spsb1,Spsb4"	"spsb4a,spsb1,spsb4b"
HINT1	HINT1	Hint1	"AABR07060778.1,Hint1"	"hint1,hint2"
HINT2	HINT2	Hint2	Hint2	"hint1,hint2,HINT2 (2 of 2)"
HINT3	HINT3	Hint3	Hint3	"si:dkey-25e12.3,hint3"
MIR323A	cfa-mir-323	NO_ORTHO	Mir323	NO_ORTHO
MIR323B	NO_ORTHO	NO_ORTHO	AABR07065532.2	NO_ORTHO
OR2A1	"LOC475516,LOC491442,OR2A12,OR2A14,OR2A5,OR08A11"	"Olfr441,Olfr443-ps1,Olfr446,Olfr448,Olfr237-ps1,Olfr47,Olfr444,Olfr435,Olfr434,Olfr437"	"Olr816,Olr820,Olr812,Olr821,Olr819"	NO_ORTHO
OR2A2	"LOC475516,LOC491442,OR2A12,OR2A14,OR2A5,OR08A11"	"Olfr441,Olfr443-ps1,Olfr446,Olfr448,Olfr237-ps1,Olfr47,Olfr444,Olfr435,Olfr434,Olfr437"	"Olr816,Olr437,Olr812,Olr821,Olr820,Olr819"	NO_ORTHO
OR2A5	"LOC475516,LOC491442,OR2A12,OR2A14,OR2A5,OR08A11"	"Olfr441,Olfr443-ps1,Olfr446,Olfr448,Olfr237-ps1,Olfr47,Olfr444,Olfr435,Olfr434,Olfr437"	"Olr816,Olr820,Olr812,Olr821,Olr819"	NO_ORTHO
OR2A4	"LOC608585,OR2A25"	"Olfr447,Olfr13"	"Olr813,Olr818"	NO_ORTHO
OR2A7	"LOC608585,OR2A25"	"Olfr447,Olfr13"	"Olr813,Olr818"	NO_ORTHO
PTTG1	PTTG1	Pttg1	Pttg1	pttg1
PTTG2	PTTG1	Pttg1	Pttg1	pttg1
MOSPD3	MOSPD3	Mospd3	Mospd3	NO_ORTHO
C20orf202	C24H20orf202	Tmem74bos	Tmem74bos	NO_ORTHO
RNVU1-8	NO_ORTHO	Gm22706	U1	NO_ORTHO
RNVU1-4	U1	"Gm25201,Gm22940"	NO_ORTHO	NO_ORTHO
RNVU1-6	U1	Gm22866	NO_ORTHO	NO_ORTHO
RNVU1-7	NO_ORTHO	Gm22866	NO_ORTHO	NO_ORTHO
RNVU1-1	U1	"Gm25682,Gm22456,Gm22866"	U1	NO_ORTHO
RNVU1-2	NO_ORTHO	Gm22054	U1	U1
EFHB	EFHB	Efhb	Efhb	efhb
COL10A1	"COL10A1,AMACR"	"Col10a1,Amacr,Col8a1,Col8a2"	"Col10a1,Col8a2,Col8a1,Amacr"	"c1qtnf2,col8a1b,col8a1a,amacr,col10a1a,col10a1b"
CHKB-CPT1B	"CHKA,CHKB"	Chkb	"Chka,Chkb"	"chka,chkb"
RS1	RS1	Rs1	Rs1	"rs1b,rs1a"
RNU6-267P	U6	"Gm22090,Gm25414"	NO_ORTHO	NO_ORTHO
ATP13A1	ATP13A1	Atp13a1	Atp13a1	atp13a1
ATP13A3	"ATP13A3,ATP13A2,ATP13A4"	"Atp13a3,Atp13a2,Atp13a5,Atp13a4"	"Atp13a3,Atp13a2,Atp13a5,Atp13a4"	"atp13a3,atp13a2"
ATP13A2	"ATP13A3,ATP13A2,ATP13A4"	"Atp13a3,Atp13a2,Atp13a5,Atp13a4"	"Atp13a3,Atp13a2,Atp13a5,Atp13a4"	atp13a2
ATP13A5	"ATP13A3,ATP13A2,ATP13A5,ATP13A4"	"Atp13a3,Atp13a2,Atp13a5,Atp13a4"	"Atp13a3,Atp13a2,Atp13a5,Atp13a4"	atp13a2
ATP13A4	"ATP13A3,ATP13A2,ATP13A4"	"Atp13a3,Atp13a2,Atp13a5,Atp13a4"	"Atp13a3,Atp13a2,Atp13a5,Atp13a4"	atp13a2
PLEKHO2	PLEKHO2	Plekho2	Plekho2	plekho2
PLEKHO1	PLEKHO1	Plekho1	Plekho1	"plekho1a,plekho1b"
E2F7	E2F7	E2f7	E2f7	e2f7
E2F6	E2F6	E2f6	E2f6	si:ch211-195d17.2
E2F5	E2F5	E2f5	E2f5	"e2f5,e2f4"
E2F4	E2F4	E2f4	E2f4	"e2f5,e2f4"
E2F3	E2F3	E2f3	E2f3	"e2f3,e2f2"
E2F2	E2F2	E2f2	E2f2	"e2f3,e2f2"
E2F1	E2F1	E2f1	E2f1	e2f1
E2F8	E2F8	E2f8	E2f8	e2f8
RNU1-132P	U1	Gm22611	NO_ORTHO	NO_ORTHO
EEF2	"EFTUD2,EEF2"	"Eftud2,Eef2"	"Eftud2,Eef2"	"eef2b,eef2l2,eef2a.2,eef2a.1"
SNORA20	SNORA20	"Snora20,Gm24615"	SNORA20	NO_ORTHO
SNORA21	SNORA21	"Snora21,Gm25821,Gm27326"	SNORA21	SNORA21
SNORA22	SNORA22	"Gm24559,Gm23245"	SNORA22	NO_ORTHO
SNORA23	SNORA23	Snora23	SNORA23	SNORA23
SNORA24	SNORA24	"Gm23012,Gm24338,Snora24,Gm23482,Gm24252"	SNORA24	SNORA24
SNORA25	SNORA25	"Gm24945,Gm22579,Gm22743,Gm23584,Gm22435,Gm22765,Gm22088,Gm24539,Gm23172,Gm24095"	SNORA25	NO_ORTHO
SNORA26	SNORA26	"Gm24233,Gm22786,Snora26,Gm24988,Gm23593,Gm24729"	SNORA26	SNORA26
SNORA27	SNORA27	Gm23202	SNORA27	SNORA27
RLBP1	RLBP1	Rlbp1	Rlbp1	"rlbp1a,rlbp1b"
SNORA29	SNORA29	"Gm25215,Gm26130,Gm22884"	SNORA29	SNORA29
RNU6-209P	U6	NO_ORTHO	NO_ORTHO	NO_ORTHO
MIR26A1	cfa-mir-26a-1	NO_ORTHO	Mir26a	"dre-mir-26b,dre-mir-26a-1,dre-mir-26a-2,dre-mir-26a-3"
IZUMO1	IZUMO1	Izumo1	Izumo1	NO_ORTHO
IZUMO2	IZUMO2	Izumo2	"LOC100911976,Izumo2"	NO_ORTHO
IZUMO3	IZUMO3	Izumo3	Izumo3	NO_ORTHO
IZUMO4	IZUMO4	Izumo4	Izumo4	NO_ORTHO
MIR26A2	cfa-mir-26a-2	NO_ORTHO	AABR07057421.1	"dre-mir-26b,dre-mir-26a-1,dre-mir-26a-2,dre-mir-26a-3"
PYCR2	"PYCR2,PYCR1"	"Pycr2,Pycr1"	"Pycr2,Pycr1"	"pycr1b,pycr1a,pycr1,pycrl"
PYCR1	"PYCR2,PYCR1"	"Pycr2,Pycr1"	"Pycr2,Pycr1"	"pycr1b,pycr1a,pycr1,pycrl"
OR51J1	"LOC100682726,LOC491627,LOC491629"	"Olfr633,Olfr613,Olfr615,Olfr616"	"Olr141,Olr107,Olr108,Olr109,Olr136"	"or111-2,or111-3,or111-6,or110-1,or111-4,or111-5,or104-2,or106-10,or106-1,or109-1,or105-1,or111-11,or103-1,or108-3,or109-11,or102-2,or109-13,or103-2"
CTBS	CTBS	Ctbs	Ctbs	ctbs
FAM168A	FAM168A	Fam168a	Fam168a	fam168a
IL36A	IL36G	"Il1f9,Il1f6"	"Il36a,Il36g"	NO_ORTHO
IL36B	LOC483068	Il1f8	Il36b	NO_ORTHO
IL36G	IL36G	Il1f9	Il36g	NO_ORTHO
IFITM3	LOC483397	"Ifitm3,Ifitm2,Ifitm1,Ifitm7,Ifitm6,Ifitm5,2200002J24Rik,Gm7676,Gm2840"	"Ifitm3,Ifitm2,Ifitm1,Ifitm7,Ifitm6,Ifitm5,RGD1561738,AABR07015596.1"	"si:dkey-204f11.3,ifitm5,si:dkey-226m8.7"
IFITM2	LOC483397	"Ifitm3,Ifitm2,Ifitm1,Ifitm7,Ifitm6,Ifitm5,2200002J24Rik,Gm7676,Gm2840"	"Ifitm3,Ifitm2,Ifitm1,Ifitm7,Ifitm6,Ifitm5,RGD1561738,AABR07015596.1"	"si:dkey-204f11.3,ifitm5,si:dkey-226m8.7"
IFITM1	"LOC475935,LOC483396,LOC483397"	"Ifitm3,Ifitm2,Ifitm1,Ifitm7,Ifitm6,2200002J24Rik,Gm7676,Gm2840"	"Ifitm3,Ifitm2,Ifitm1,Ifitm7,Ifitm6,RGD1561738,AABR07015596.1"	"si:dkey-204f11.3,ifitm5,si:dkey-226m8.7"
HPCAL1	HPCAL1	Hpcal1	Hpcal1	"hpcal1,hpca"
LIPE	LIPE	Lipe	Lipe	"lipea,lipeb"
HPCAL4	HPCAL4	"Vsnl1,Hpcal4"	"Vsnl1,Hpcal4"	"vsnl1b,hpcal4,vsnl1a"
LIPF	"LIPA,LIPK,LIPJ,LIPM,LIPF"	"Lipa,Lipk,Lipm,Lipf"	"Lipa,Lipk,Lipm,Lipf"	lipf
LIPI	LIPI	Lipi	Lipi	"lipia,lipib"
LIPH	LIPH	Liph	Liph	"lipia,lipib"
LIPK	"LIPA,LIPK,LIPJ,LIPM,LIPF"	"Lipa,Lipk,Lipm,Lipf"	"Lipa,Lipk,Lipm,Lipf"	lipf
LIPJ	"LIPA,LIPK,LIPJ,LIPM,LIPF"	"Lipa,Lipf,Lipo2,Lipk,Lipm,Lipo4,Gm5097,Gm8975,Lipo1"	"Lipa,Lipk,Lipm,Lipf"	lipf
LIPM	"LIPA,LIPK,LIPJ,LIPM,LIPF"	"Lipa,Lipk,Lipm,Lipf"	"Lipa,Lipk,Lipm,Lipf"	lipf
GAGE2A	LOC100688778	NO_ORTHO	NO_ORTHO	NO_ORTHO
LIPN	LIPN	"Lipo2,Lipo1,Lipo4,Gm5097,Gm8975,Lipn"	"RGD1565682,Lipn"	lipf
TMEM229A	TMEM229A	Tmem229a	Tmem229a	tmem229a
TMEM229B	TMEM229B	"Gm5423,Tmem229b"	Tmem229b	tmem229b
CD300LG	CD300LG	Cd300lg	Cd300lg	NO_ORTHO
RNU6-893P	U6	NO_ORTHO	NO_ORTHO	U6
CD300LF	"LOC100685890,CD300LF,CD300LB,LOC102151751"	"Gm11709,Cd300lf,Cd300ld,Cd300lb,Gm11711,Gm11710,Cd300lh"	"Cd300lf,Cd300le,Cd300ld,Cd300lb"	"si:dkeyp-104b3.1,si:dkey-1c7.1,si:ch211-215e19.8"
RNU6-695P	U6	NO_ORTHO	NO_ORTHO	NO_ORTHO
SNORA2A	SNORA2	NO_ORTHO	NO_ORTHO	SNORA2
SNORA2B	SNORA2	"Gm22704,Gm24166,Snora2b,Gm25896"	SNORA2	SNORA2
CSMD1	CSMD1	"Csmd2,Csmd1"	Csmd1	"csmd2,csmd1a,csmd1b,si:ch211-233f16.1"
RILP	RILP	Rilp	Rilp	rilp
HDX	HDX	Hdx	Hdx	hdx
ARFGAP2	ARFGAP2	Arfgap2	Arfgap2	"ikbip,arfgap2"
ARFGAP3	ARFGAP3	Arfgap3	Arfgap3	"ikbip,terfa,arfgap2,arfgap3"
ARFGAP1	ARFGAP1	Arfgap1	Arfgap1	"ARFGAP1,arfgap1"
RNU2-59P	U2	NO_ORTHO	NO_ORTHO	NO_ORTHO
RNU6-1327P	U6	"Gm25143,Gm23864"	NO_ORTHO	NO_ORTHO
C21orf2	C31H21orf2	1810043G02Rik	RGD1309594	c11h21orf2
U2AF1	"U2AF1,U2AF1L4"	"U2af1,U2af1l4"	"U2af1,U2af1l4"	u2af1
U2AF2	U2AF2	U2af2	U2af2	"u2af2a,u2af2b"
RP11-87C12.2	PSMD9	Psmd9	Psmd9	psmd9
OR10AD1	"LOC486584,OR10AD1"	"Olfr288,Olfr286,Olfr287"	"Olr1102,AC110306.1,Olr1877"	NO_ORTHO
GPR162	GPR162	Gpr162	Gpr162	zmp:0000001239
GPR160	GPR160	Gpr160	Gpr160	gpr160
GPR161	GPR161	Gpr161	Gpr161	"gpr161,LOC101886918,si:ch211-237c6.4"
RNU6-932P	U6	"Gm25827,Gm22101,Gm23515"	U6	NO_ORTHO
ZZZ3	ZZZ3	Zzz3	Zzz3	zzz3
COX7A1	COX7A1	Cox7a1	"Cox7a1,AABR07002900.1"	cox7a1
COX7A2	"COX7A2,LOC611134"	Cox7a2	Cox7a2	"cox7a1,cox7a2a,LOC100535363"
AC016113.1	NO_ORTHO	NO_ORTHO	NO_ORTHO	NO_ORTHO
MTHFD2	"LOC482197,MTHFD2"	"Mthfd2l,Mthfd2"	"Mthfd2l,Mthfd2"	"mthfd2l,mthfd2"
MTHFD1	"MTHFD1L,MTHFD1"	Mthfd1	"Mthfd1l,LOC680432,Mthfd1"	"mthfd1l,mthfd1b,mthfd1a"
TBP	"TBP,TBPL2"	"Tbp,Tbpl2"	"Tbp,Tbpl2"	tbp
PRR20B	NO_ORTHO	4933427D06Rik	Prr20e	NO_ORTHO
PRR20C	NO_ORTHO	4933427D06Rik	Prr20e	NO_ORTHO
PRR20D	NO_ORTHO	4933427D06Rik	Prr20e	NO_ORTHO
PRR20E	NO_ORTHO	4933427D06Rik	Prr20e	NO_ORTHO
IFI27L1	IFI27	"Ifi27l2b,Ifi27l2a,Ifi27"	"Ifi27l2b,Ifi27"	"zgc:123068,si:dkey-188i13.10,si:dkey-188i13.11,LOC558511,zgc:152791,si:dkey-188i13.6,si:dkey-188i13.7,si:dkey-188i13.9"
IFI27L2	IFI27	"Ifi27l2b,Ifi27l2a"	Ifi27l2b	"zgc:123068,si:dkey-188i13.10,si:dkey-188i13.11,LOC558511,si:dkey-188i13.9,si:dkey-188i13.6,si:dkey-188i13.7,zgc:152791"
SLX4	SLX4	Slx4	Slx4	"slx4,SLX4 (2 of 2)"
AZI2	AZI2	Azi2	Azi2	"azi2,AZI2"
ZNF436	ZNF436	"Zfp78,Zfp46"	Zfp46	"si:dkey-40n15.2,BX005085.6,CR927215.1,si:ch211-162i8.5,si:dkeyp-53e4.2,CR759907.1,si:dkey-105i14.2,CR388095.1,znf1123,znf1124,ZFP28 (9 of 19),CABZ01021454.2,CR356223.4,si:ch211-209p16.2,si:dkey-9i5.4,LOC798048,si:dkey-29n10.3,si:dkey-248e17.1,znf1136,znf1137,si:dkey-29p23.2,LOC101886949,znf1138,znf1139,ZFP28 (7 of 19),si:ch211-209n20.58,CR407594.2,znf1034,znf1093,CABZ01050665.1,si:dkeyp-44d3.3,BX255935.1,LOC100151503,LOC101884305,BX465848.2,zgc:174646,si:ch211-229l10.11,znf1140,CR361561.1,BX664622.1,si:ch211-234c11.2,CABZ01050663.1,ZFP28 (18 of 19),znf1026,znf1027,znf1022,si:dkey-240b24.1,LOC100534979,AL929028.1,si:ch211-152l15.3,si:ch211-152l15.2,LOC103910773,CR383668.1,BX571760.1,si:dkey-54f18.1,si:dkey-14o6.8,si:dkey-8o9.6,BX640584.2,BX927287.3,si:dkey-14o6.4,CR388132.2,LOC100534762,si:ch211-187d1.2,CR388206.1,si:ch211-223a21.6,si:dkey-78k22.1,CT573263.1,si:dkey-54i3.4,CABZ01002768.2,si:dkey-14o6.3,si:rp71-7l19.7,si:dkeyp-85d8.5,si:dkey-222o15.5,LOC101883514,BX510909.3,znf1000,si:dkey-285e18.5,BX511215.2,CABZ01068023.1,znf974,znf975,znf976,znf977,CABZ01017734.1,ZFP28 (14 of 19),si:dkey-40j3.3,LOC103908714,znf978,zgc:173614,ZFP28 (11 of 19),si:ch211-223a21.1,BX571711.1,CABZ01075923.1,si:dkey-3p4.7,BX901907.2,ZNF880,si:ch211-197e7.3,zgc:101130,CR847895.1,CT027609.1,si:dkey-122c11.9,BX324142.2,si:ch73-138e16.3,si:dkey-176f19.2,LOC103910932,CU182823.1,ZFP28 (17 of 19),si:dkey-176f19.7,ZFP28 (12 of 19),si:dkey-22h13.3,si:dkey-165b20.3,znf994,znf1143,BX548173.2,si:dkey-26i24.2,ZFP28 (15 of 19),BX640461.1,si:ch211-207e19.14,si:ch211-207e19.13,CT573263.3,si:dkey-233e3.3,CU457794.1,znf986,si:dkey-256i11.1,si:dkey-78o7.1"
ZNF431	"LOC482273,LOC484323"	"Zfp712,Zfp493,Zfp738,Zfp595,Zfp85,Zfp87,Rsl1,Zfp455,Zfp457,Zfp456,Zfp729a,Zfp458,Zfp429,Zfp874a,Zfp874b,Zfp953,Zfp72,Gm28557,Zfp58,Zfp708,Gm9894,Rslcan18,Zfp273,Zfp65"	"Zfp455,LOC100360380,LOC102547287,LOC680200,LOC501406,Rsl1,AABR07001099.1"	"znf1014,znf1021"
ZNF430	"LOC482273,LOC484323"	"Zfp712,Zfp493,Zfp738,Zfp595,Zfp85,Zfp87,Rsl1,Zfp455,Zfp457,Zfp456,Zfp729a,Zfp458,Zfp429,Zfp874a,Zfp874b,Zfp953,Zfp72,Gm28557,Zfp58,Zfp708,Zfp11,Gm9894,Rslcan18,Zfp273,Zfp65"	"Zfp455,LOC100360380,LOC102547287,LOC680200,LOC501406,Rsl1,AABR07001099.1"	"znf1014,znf1021"
ZNF433	NO_ORTHO	"Gm14419,Zfp619,Zfp433,Gm14431,Gm10324,Zfp873,5430403G16Rik,Gm14443,Gm32687,Zfp958,9830147E19Rik,Gm14399,Zfp709,Etohi1,Gm14420,Gm14295,4930522L14Rik,Gm6710,Zfp808,AW146154,Zfp788,Zfp442,Gm33378,Gm14124,Gm14326,Gm14325"	"Zfp709,LOC100912294,Zfp420,LOC102555672,Zfp347"	NO_ORTHO
ZNF432	ZNF432	"Zfp600,Gm4944,Rex2,Zfp534,Gm13150"	NO_ORTHO	si:ch211-202h22.10
ZNF439	NO_ORTHO	"Zfp617,Zfp799,Zfp811,Zfp963,Zfp866,Zfp964,Zfp871,Zfp870,Zfp868,Zfp869"	"Zfp799,Zfp964,Zfp866,Zfp870,LOC102546572,Zfp868,Zfp869"	NO_ORTHO
ZNF438	ZNF438	Zfp438	Zfp438	znf438
